Evidence	ProteinId	AnnotationType	Value	Start	End
UR000371006	KAF7791193.1	protein.alternativeName.fullName	NAD-dependent formate dehydrogenase		
UR000371006	KAF7791193.1	protein.recommendedName.ecNumber	1.17.1.9		
UR000371006	KAF7791193.1	protein.recommendedName.fullName	Formate dehydrogenase		
UR000371006	KAF7791193.1	protein.recommendedName.shortName	FDH		
UR000371006	KAF7791193.1	xref.GO	GO:0005737		
UR000371006	KAF7791193.1	xref.GO	GO:0008863		
UR000371006	KAF7791193.1	xref.GO	GO:0042183		
UR000371006	KAF7791193.1	feature.BINDING	Substrate; via amide nitrogen	107	107
UR000371006	KAF7791193.1	feature.BINDING	Substrate	131	131
UR000371006	KAF7791193.1	feature.NP_BIND	NAD	186	187
UR000371006	KAF7791193.1	feature.BINDING	NAD	207	207
UR000371006	KAF7791193.1	feature.NP_BIND	NAD	242	246
UR000371006	KAF7791193.1	feature.BINDING	NAD; via carbonyl oxygen	268	268
UR000371006	KAF7791193.1	feature.SITE	Important for catalytic activity	270	270
UR000371006	KAF7791193.1	feature.BINDING	NAD	294	294
UR000371006	KAF7791193.1	feature.SITE	Important for catalytic activity	323	323
UR000371006	KAF7791193.1	feature.NP_BIND	NAD	323	326
UR000000765	KAF7791312.1	comment.catalytic_activity	Reaction=L-proline + NADP(+) = 1-pyrroline-5-carboxylate + 2 H(+) + NADPH; Xref=Rhea:RHEA:14109, ChEBI:CHEBI:15378, ChEBI:CHEBI:15893, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:60039; EC=1.5.1.2;		
UR000000765	KAF7791312.1	comment.pathway	Amino-acid biosynthesis; L-proline biosynthesis; L-proline from L-glutamate 5-semialdehyde: step 1/1		
UR000000765	KAF7791312.1	comment.similarity	Belongs to the pyrroline-5-carboxylate reductase family		
UR000000765	KAF7791312.1	keyword	Amino-acid biosynthesis		
UR000000765	KAF7791312.1	keyword	NADP		
UR000000765	KAF7791312.1	keyword	Oxidoreductase		
UR000000765	KAF7791312.1	keyword	Proline biosynthesis		
UR000000765	KAF7791312.1	protein.recommendedName.ecNumber	1.5.1.2		
UR000000765	KAF7791312.1	protein.recommendedName.fullName	Pyrroline-5-carboxylate reductase		
UR000414619	KAF7791341.1	keyword	RNA-binding		
UR000414619	KAF7791341.1	xref.GO	GO:0003723		
UR000001569	KAF7791419.1	comment.similarity	Belongs to the isocitrate lyase/PEP mutase superfamily. Isocitrate lyase family		
UR000001569	KAF7791419.1	keyword	Lyase		
UR000001569	KAF7791419.1	protein.recommendedName.fullName	Isocitrate lyase		
UR000400545	KAF7791495.1	comment.similarity	Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O-methyltransferase family		
UR000400545	KAF7791495.1	keyword	Methyltransferase		
UR000400545	KAF7791495.1	keyword	S-adenosyl-L-methionine		
UR000400545	KAF7791495.1	keyword	Transferase		
UR000400545	KAF7791495.1	protein.recommendedName.ecNumber	2.1.1.-		
UR000400545	KAF7791495.1	feature.BINDING	S-adenosyl-L-methionine	319	319
UR000400545	KAF7791495.1	feature.ACT_SITE	Proton acceptor	388	388
UR000400038	KAF7791518.1	keyword	ATP-binding		
UR000400038	KAF7791518.1	keyword	Nucleotide-binding		
UR000400038	KAF7791518.1	xref.GO	GO:0000166		
UR000400038	KAF7791518.1	xref.GO	GO:0005524		
UR000400038	KAF7791518.1	feature.NP_BIND	ATP	159	166
UR000400038	KAF7791518.1	feature.NP_BIND	ATP	812	819
UR000686469	KAF7791766.1	comment.similarity	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family		
UR000686469	KAF7791766.1	keyword	ATP-binding		
UR000686469	KAF7791766.1	keyword	Actin-binding		
UR000686469	KAF7791766.1	keyword	Motor protein		
UR000686469	KAF7791766.1	keyword	Myosin		
UR000686469	KAF7791766.1	keyword	Nucleotide-binding		
UR000686469	KAF7791766.1	xref.GO	GO:0003774		
UR000686469	KAF7791766.1	xref.GO	GO:0005524		
UR000686469	KAF7791766.1	feature.NP_BIND	ATP	123	130
UR000686469	KAF7791766.1	feature.REGION	Actin-binding	667	689
UR000078283	KAF7792073.1	comment.catalytic_activity	Reaction=ATP + H2O + L-glutamine + UTP = ADP + CTP + 2 H(+) + L-glutamate + phosphate; Xref=Rhea:RHEA:26426, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:29985, ChEBI:CHEBI:30616, ChEBI:CHEBI:37563, ChEBI:CHEBI:43474, ChEBI:CHEBI:46398, ChEBI:CHEBI:58359, ChEBI:CHEBI:456216; EC=6.3.4.2;		
UR000078283	KAF7792073.1	comment.function	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen		
UR000078283	KAF7792073.1	comment.pathway	Pyrimidine metabolism; CTP biosynthesis via de novo pathway; CTP from UDP: step 2/2		
UR000078283	KAF7792073.1	comment.similarity	Belongs to the CTP synthase family		
UR000078283	KAF7792073.1	keyword	ATP-binding		
UR000078283	KAF7792073.1	keyword	Glutamine amidotransferase		
UR000415630	KAF7792073.1	keyword	Glutamine amidotransferase		
UR000078283	KAF7792073.1	keyword	Ligase		
UR000078283	KAF7792073.1	keyword	Nucleotide-binding		
UR000078283	KAF7792073.1	keyword	Pyrimidine biosynthesis		
UR000078283	KAF7792073.1	protein.alternativeName.fullName	UTP--ammonia ligase		
UR000078283	KAF7792073.1	protein.recommendedName.ecNumber	6.3.4.2		
UR000078283	KAF7792073.1	protein.recommendedName.fullName	CTP synthase		
UR000078283	KAF7792073.1	xref.GO	GO:0003883		
UR000415630	KAF7792073.1	xref.GO	GO:0006541		
UR000078283	KAF7792073.1	xref.GO	GO:0006541		
UR000078283	KAF7792073.1	xref.GO	GO:0044210		
UR000415630	KAF7792073.1	feature.ACT_SITE	Nucleophile	320	320
UR000415630	KAF7792073.1	feature.ACT_SITE		450	450
UR000415630	KAF7792073.1	feature.ACT_SITE		452	452
UR000413452	KAF7792180.1	keyword	WD repeat		
UR000413452	KAF7792180.1	feature.REPEAT	WD	836	877
UR000413452	KAF7792180.1	feature.REPEAT	WD	924	965
UR000413452	KAF7792180.1	feature.REPEAT	WD	1016	1057
UR000413452	KAF7792180.1	feature.REPEAT	WD	1069	1100
UR000413452	KAF7792180.1	feature.REPEAT	WD	1145	1186
UR000413452	KAF7792180.1	feature.REPEAT	WD	1286	1322
UR000413452	KAF7792180.1	feature.REPEAT	WD	1330	1371
UR000413452	KAF7792180.1	feature.REPEAT	WD	1373	1405
UR000000157	KAF7792233.1	comment.similarity	Belongs to the cytochrome P450 family		
UR000000157	KAF7792233.1	keyword	Heme		
UR000000157	KAF7792233.1	keyword	Iron		
UR000000157	KAF7792233.1	keyword	Metal-binding		
UR000000157	KAF7792233.1	keyword	Monooxygenase		
UR000000157	KAF7792233.1	keyword	Oxidoreductase		
UR000106250	KAF7792277.1	comment.function	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation		
UR000106250	KAF7792277.1	comment.similarity	Belongs to the eIF-3 subunit C family		
UR000106250	KAF7792277.1	comment.subcellular_location	Cytoplasm		
UR000106250	KAF7792277.1	comment.subunit	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex		
UR000106250	KAF7792277.1	gene.name.primary	NIP1		
UR000106250	KAF7792277.1	keyword	Cytoplasm		
UR000106250	KAF7792277.1	keyword	Initiation factor		
UR000106250	KAF7792277.1	keyword	Protein biosynthesis		
UR000106250	KAF7792277.1	protein.alternativeName.fullName	Eukaryotic translation initiation factor 3 93 kDa subunit homolog		
UR000106250	KAF7792277.1	protein.alternativeName.fullName	Translation initiation factor eIF3, p93 subunit homolog		
UR000106250	KAF7792277.1	protein.alternativeName.shortName	eIF3 p93		
UR000106250	KAF7792277.1	protein.recommendedName.fullName	Eukaryotic translation initiation factor 3 subunit C		
UR000106250	KAF7792277.1	protein.recommendedName.shortName	eIF3c		
UR000106250	KAF7792277.1	xref.GO	GO:0001732		
UR000106250	KAF7792277.1	xref.GO	GO:0002183		
UR000106250	KAF7792277.1	xref.GO	GO:0003743		
UR000106250	KAF7792277.1	xref.GO	GO:0005737		
UR000106250	KAF7792277.1	xref.GO	GO:0005852		
UR000106250	KAF7792277.1	xref.GO	GO:0016282		
UR000106250	KAF7792277.1	xref.GO	GO:0033290		
UR000413536	KAF7792312.1	keyword	Membrane		
UR000413536	KAF7792312.1	keyword	Transmembrane		
UR000413536	KAF7792312.1	xref.GO	GO:0016020		
UR000413536	KAF7792312.1	xref.GO	GO:0016021		
UR000413536	KAF7792312.1	feature.REPEAT	Solcar	1	101
UR000401034	KAF7792394.1	keyword	Coiled coil		
UR000400038	KAF7792403.1	keyword	ATP-binding		
UR000400038	KAF7792403.1	keyword	Nucleotide-binding		
UR000400038	KAF7792403.1	xref.GO	GO:0000166		
UR000400038	KAF7792403.1	xref.GO	GO:0005524		
UR000414178	KAF7792403.1	feature.REPEAT	HEAT	91	126
UR000414178	KAF7792403.1	feature.REPEAT	HEAT	251	289
UR000400038	KAF7792403.1	feature.NP_BIND	ATP	486	493
UR000414900	KAF7792466.1	keyword	ANK repeat		
UR000414900	KAF7792466.1	feature.REPEAT	ANK	72	108
UR000414900	KAF7792466.1	feature.REPEAT	ANK	109	141
UR000000157	KAF7792531.1	comment.similarity	Belongs to the cytochrome P450 family		
UR000000157	KAF7792531.1	keyword	Heme		
UR000000157	KAF7792531.1	keyword	Iron		
UR000000157	KAF7792531.1	keyword	Metal-binding		
UR000000157	KAF7792531.1	keyword	Monooxygenase		
UR000000157	KAF7792531.1	keyword	Oxidoreductase		
UR001350786	KAF7792599.1	comment.function	Required for multiple vacuole delivery pathways including the cytoplasm to vacuole transport (Cvt), autophagy, pexophagy and endocytosis		
UR001350786	KAF7792599.1	comment.similarity	Belongs to the MON1/SAND family		
UR001350786	KAF7792599.1	comment.subcellular_location	Endosome, multivesicular body membrane; Peripheral membrane protein. Prevacuolar compartment membrane; Peripheral membrane protein. Vacuole membrane; Peripheral membrane protein		
UR001350786	KAF7792599.1	keyword	Autophagy		
UR001350786	KAF7792599.1	keyword	Endosome		
UR001350786	KAF7792599.1	keyword	Membrane		
UR001350786	KAF7792599.1	keyword	Protein transport		
UR001350786	KAF7792599.1	keyword	Transport		
UR001350786	KAF7792599.1	keyword	Vacuole		
UR001350786	KAF7792599.1	protein.recommendedName.fullName	Vacuolar fusion protein MON1		
UR001350786	KAF7792599.1	xref.GO	GO:0006623		
UR001350786	KAF7792599.1	xref.GO	GO:0006914		
UR001350786	KAF7792599.1	xref.GO	GO:0032585		
UR000000572	KAF7792662.1	comment.similarity	Belongs to the universal ribosomal protein uS11 family		
UR000000572	KAF7792662.1	keyword	Ribonucleoprotein		
UR000000572	KAF7792662.1	keyword	Ribosomal protein		
UR000416792	KAF7792747.1	comment.cofactor	Name=FMN; Xref=ChEBI:CHEBI:58210		
UR000416792	KAF7792747.1	comment.similarity	Belongs to the FMN-dependent alpha-hydroxy acid dehydrogenase family		
UR000170779	KAF7792747.1	comment.similarity	Belongs to the cytochrome b5 family		
UR000416792	KAF7792747.1	keyword	FMN		
UR000416792	KAF7792747.1	keyword	Flavoprotein		
UR000170779	KAF7792747.1	keyword	Heme		
UR000170779	KAF7792747.1	keyword	Iron		
UR000170779	KAF7792747.1	keyword	Metal-binding		
UR000170779	KAF7792747.1	xref.GO	GO:0020037		
UR000170779	KAF7792747.1	xref.GO	GO:0046872		
UR000416792	KAF7792747.1	feature.BINDING	Substrate	133	133
UR000416792	KAF7792747.1	feature.BINDING	FMN	238	238
UR000416792	KAF7792747.1	feature.BINDING	Substrate	240	240
UR000416792	KAF7792747.1	feature.BINDING	FMN	266	266
UR000416792	KAF7792747.1	feature.BINDING	Substrate	275	275
UR000416792	KAF7792747.1	feature.BINDING	FMN	335	335
UR000416792	KAF7792747.1	feature.ACT_SITE	Proton acceptor	359	359
UR000416792	KAF7792747.1	feature.BINDING	Substrate	362	362
UR000416792	KAF7792747.1	feature.NP_BIND	FMN	397	421
UR000401034	KAF7792775.1	keyword	Coiled coil		
UR000415616	KAF7792805.1	comment.similarity	Belongs to the MT-A70-like family		
UR000000473	KAF7792827.1	comment.similarity	Belongs to the 14-3-3 family		
UR000000866	KAF7792871.1	comment.similarity	Belongs to the MCM family		
UR000000866	KAF7792871.1	keyword	ATP-binding		
UR000000866	KAF7792871.1	keyword	DNA-binding		
UR000000866	KAF7792871.1	keyword	Nucleotide-binding		
UR000416679	KAF7792938.1	xref.GO	GO:0003676		
UR001116800	KAF7792990.1	comment.catalytic_activity	Reaction=H2O + O-phospho-L-seryl-[protein] = L-seryl-[protein] + phosphate; Xref=Rhea:RHEA:20629, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15377, ChEBI:CHEBI:29999, ChEBI:CHEBI:43474, ChEBI:CHEBI:83421; EC=3.1.3.16;		
UR001116800	KAF7792990.1	comment.catalytic_activity	Reaction=H2O + O-phospho-L-threonyl-[protein] = L-threonyl-[protein] + phosphate; Xref=Rhea:RHEA:47004, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15377, ChEBI:CHEBI:30013, ChEBI:CHEBI:43474, ChEBI:CHEBI:61977; EC=3.1.3.16;		
UR001116800	KAF7792990.1	comment.cofactor	Name=Mg(2+); Xref=ChEBI:CHEBI:18420		
UR001116800	KAF7792990.1	comment.cofactor	Name=Mn(2+); Xref=ChEBI:CHEBI:29035		
UR001116800	KAF7792990.1	comment.similarity	Belongs to the PP2C family		
UR001116800	KAF7792990.1	keyword	Hydrolase		
UR001116800	KAF7792990.1	keyword	Magnesium		
UR001116800	KAF7792990.1	keyword	Manganese		
UR001116800	KAF7792990.1	keyword	Metal-binding		
UR001116800	KAF7792990.1	keyword	Protein phosphatase		
UR001116800	KAF7792990.1	protein.recommendedName.ecNumber	3.1.3.16		
UR001116800	KAF7792990.1	protein.recommendedName.fullName	Protein phosphatase		
UR001116800	KAF7792990.1	xref.GO	GO:0046872		
UR000141809	KAF7793029.1	comment.function	Adaptins are components of the adaptor complexes which link clathrin to receptors in coated vesicles. Clathrin-associated protein complexes are believed to interact with the cytoplasmic tails of membrane proteins, leading to their selection and concentration		
UR000141809	KAF7793029.1	comment.similarity	Belongs to the adaptor complexes large subunit family		
UR000141809	KAF7793029.1	keyword	Membrane		
UR000141809	KAF7793029.1	keyword	Protein transport		
UR000141809	KAF7793029.1	keyword	Transport		
UR000141809	KAF7793029.1	protein.recommendedName.fullName	AP complex subunit beta		
UR000414619	KAF7793133.1	keyword	RNA-binding		
UR000414619	KAF7793133.1	xref.GO	GO:0003723		
UR001252777	KAF7793201.1	comment.catalytic_activity	Reaction=dolichyl beta-D-mannosyl phosphate + L-seryl-[protein] = 3-O-(alpha-D-mannosyl)-L-seryl-[protein] + dolichyl phosphate + H(+); Xref=Rhea:RHEA:17377, Rhea:RHEA-COMP:9517, Rhea:RHEA-COMP:9527, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:13546, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:57683, ChEBI:CHEBI:58211, ChEBI:CHEBI:137321; EC=2.4.1.109;		
UR001252777	KAF7793201.1	comment.catalytic_activity	Reaction=dolichyl beta-D-mannosyl phosphate + L-threonyl-[protein] = 3-O-(alpha-D-mannosyl)-L-threonyl-[protein] + dolichyl phosphate + H(+); Xref=Rhea:RHEA:53396, Rhea:RHEA-COMP:9517, Rhea:RHEA-COMP:9527, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:13547, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:57683, ChEBI:CHEBI:58211, ChEBI:CHEBI:137323; EC=2.4.1.109;		
UR001252777	KAF7793201.1	comment.function	Transfers mannose from Dol-P-mannose to Ser or Thr residues on proteins		
UR001252777	KAF7793201.1	comment.pathway	Protein modification; protein glycosylation		
UR001252777	KAF7793201.1	comment.similarity	Belongs to the glycosyltransferase 39 family		
UR001252777	KAF7793201.1	comment.subcellular_location	Endoplasmic reticulum membrane; Multi-pass membrane protein		
UR001252777	KAF7793201.1	keyword	Endoplasmic reticulum		
UR001252777	KAF7793201.1	keyword	Glycosyltransferase		
UR001252777	KAF7793201.1	keyword	Transferase		
UR001252777	KAF7793201.1	protein.recommendedName.ecNumber	2.4.1.109		
UR001252777	KAF7793201.1	protein.recommendedName.fullName	Dolichyl-phosphate-mannose--protein mannosyltransferase		
UR001252777	KAF7793201.1	xref.GO	GO:0004169		
UR001252777	KAF7793201.1	xref.GO	GO:0005789		
UR001252777	KAF7793201.1	xref.GO	GO:0016021		
UR000359765	KAF7793211.1	comment.catalytic_activity	Reaction=a ribonucleoside 5'-triphosphate + RNA(n) = diphosphate + RNA(n+1); Xref=Rhea:RHEA:21248, Rhea:RHEA-COMP:11128, Rhea:RHEA-COMP:11129, ChEBI:CHEBI:33019, ChEBI:CHEBI:61557, ChEBI:CHEBI:83400; EC=2.7.7.48;		
UR000359765	KAF7793211.1	comment.similarity	Belongs to the RdRP family		
UR000359765	KAF7793211.1	keyword	Nucleotidyltransferase		
UR000359765	KAF7793211.1	keyword	RNA-binding		
UR000359765	KAF7793211.1	keyword	RNA-directed RNA polymerase		
UR000359765	KAF7793211.1	keyword	Transferase		
UR000359765	KAF7793211.1	protein.recommendedName.ecNumber	2.7.7.48		
UR000359765	KAF7793211.1	protein.recommendedName.fullName	RNA-dependent RNA polymerase		
UR000415644	KAF7793213.1	keyword	Kinase		
UR000415644	KAF7793213.1	keyword	Transferase		
UR000415644	KAF7793213.1	xref.GO	GO:0016301		
UR000415644	KAF7793213.1	xref.GO	GO:0016740		
UR000401007	KAF7793218.1	comment.similarity	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family		
UR000401007	KAF7793218.1	keyword	ATP-binding		
UR000401007	KAF7793218.1	keyword	Motor protein		
UR000401007	KAF7793218.1	keyword	Nucleotide-binding		
UR000401007	KAF7793218.1	xref.GO	GO:0000166		
UR000401007	KAF7793218.1	xref.GO	GO:0003774		
UR000401007	KAF7793218.1	xref.GO	GO:0005524		
UR000401007	KAF7793218.1	feature.NP_BIND	ATP	48	55
UR000413256	KAF7793246.1	feature.MOTIF	Q motif	23	51
UR000907767	KAF7793283.1	comment.catalytic_activity	Reaction=Hydrolytically removes 5'-nucleotides successively from the 3'-hydroxy termini of 3'-hydroxy-terminated oligonucleotides.; EC=3.1.4.1;		
UR000907767	KAF7793283.1	comment.cofactor	Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Name=Mn(2+); Xref=ChEBI:CHEBI:29035		
UR000907767	KAF7793283.1	comment.function	Nuclease required for the repair of DNA interstrand cross-links (ICL). Acts as a 5'-3' exonuclease that anchors at a cut end of DNA and cleaves DNA successively at every third nucleotide, allowing to excise an ICL from one strand through flanking incisions		
UR000907767	KAF7793283.1	comment.similarity	Belongs to the FAN1 family		
UR000907767	KAF7793283.1	comment.subcellular_location	Nucleus		
UR000907767	KAF7793283.1	keyword	DNA damage		
UR000907767	KAF7793283.1	keyword	DNA repair		
UR000907767	KAF7793283.1	keyword	Hydrolase		
UR000907767	KAF7793283.1	keyword	Magnesium		
UR000907767	KAF7793283.1	keyword	Manganese		
UR000907767	KAF7793283.1	keyword	Metal-binding		
UR000907767	KAF7793283.1	keyword	Nuclease		
UR000907767	KAF7793283.1	keyword	Nucleus		
UR000907767	KAF7793283.1	protein.recommendedName.ecNumber	3.1.4.1		
UR000907767	KAF7793283.1	protein.recommendedName.fullName	Fanconi-associated nuclease		
UR000001198	KAF7793302.1	comment.similarity	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family		
UR000001198	KAF7793302.1	keyword	GTP-binding		
UR000001198	KAF7793302.1	keyword	Nucleotide-binding		
UR000687785	KAF7793477.1	comment.function	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors		
UR000687785	KAF7793477.1	comment.similarity	Belongs to the Mediator complex subunit 11 family		
UR000687785	KAF7793477.1	comment.subcellular_location	Nucleus		
UR000687785	KAF7793477.1	comment.subunit	Component of the Mediator complex		
UR000687785	KAF7793477.1	gene.name.primary	MED11		
UR000687785	KAF7793477.1	keyword	Activator		
UR000687785	KAF7793477.1	keyword	Nucleus		
UR000687785	KAF7793477.1	keyword	Transcription		
UR000687785	KAF7793477.1	keyword	Transcription regulation		
UR000687785	KAF7793477.1	protein.alternativeName.fullName	Mediator complex subunit 11		
UR000687785	KAF7793477.1	protein.recommendedName.fullName	Mediator of RNA polymerase II transcription subunit 11		
UR000414900	KAF7793624.1	keyword	ANK repeat		
UR000414900	KAF7793624.1	feature.REPEAT	ANK	133	165
UR000414900	KAF7793624.1	feature.REPEAT	ANK	166	198
