"ProteinId"	"FullName"	"Similariry"	"EC"	"CAZy_HMMER"	"CAZy_Hotpep"	"CAZy_DIAMOND"	"Signalp"
"KAF7790271.1"	"Sulfate adenylyltransferase"	"In the C-terminal section; belongs to the APS kinase family"	"2.7.7.4"	NA	NA	NA	NA
"KAF7790272.1"	NA	"Belongs to the aldehyde dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7790276.1"	NA	"Belongs to the DapA family"	NA	NA	NA	NA	NA
"KAF7790299.1"	NA	"Belongs to the DOCK family"	NA	NA	NA	NA	NA
"KAF7790299.1"	NA	"Belongs to the DOCK family"	NA	NA	NA	NA	NA
"KAF7790303.1"	NA	"Belongs to the aldehyde dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7790304.1"	"Sulfate adenylyltransferase"	"In the N-terminal section; belongs to the sulfate adenylyltransferase family"	"2.7.7.4"	NA	NA	NA	NA
"KAF7790304.1"	"Sulfate adenylyltransferase"	"In the C-terminal section; belongs to the APS kinase family"	"2.7.7.4"	NA	NA	NA	NA
"KAF7790316.1"	"Altered inheritance of mitochondria protein 41"	"Belongs to the AIM41 family"	NA	NA	NA	NA	NA
"KAF7790317.1"	"Queuosine salvage protein"	"Belongs to the queuosine salvage protein family"	NA	NA	NA	NA	NA
"KAF7790321.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7790325.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7790328.1"	"Pre-mRNA-splicing factor SLU7"	"Belongs to the SLU7 family"	NA	NA	NA	NA	NA
"KAF7790329.1"	NA	NA	NA	"CE16(34-175)"	"CE16"	"N"	"Y(1-57)"
"KAF7790330.1"	NA	NA	NA	"CE16(46-179)"	"CE16"	"N"	"Y(1-22)"
"KAF7790337.1"	"Methylthioribose-1-phosphate isomerase"	"Belongs to the eIF-2B alpha/beta/delta subunits family. MtnA subfamily"	"5.3.1.23"	NA	NA	NA	NA
"KAF7790339.1"	"Serine/threonine-protein phosphatase"	"Belongs to the PPP phosphatase family"	"3.1.3.16"	NA	NA	NA	NA
"KAF7790347.1"	"Formate dehydrogenase"	"Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family. FDH subfamily"	"1.17.1.9"	NA	NA	NA	NA
"KAF7790347.1"	"Formate dehydrogenase"	"Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family"	"1.17.1.9"	NA	NA	NA	NA
"KAF7790357.1"	"Origin recognition complex subunit 1"	"Belongs to the ORC1 family"	NA	NA	NA	NA	NA
"KAF7790394.1"	"UTP--glucose-1-phosphate uridylyltransferase"	"Belongs to the UDPGP type 1 family"	"2.7.7.9"	NA	NA	NA	NA
"KAF7790396.1"	NA	"Belongs to the TCP-1 chaperonin family"	NA	NA	NA	NA	NA
"KAF7790403.1"	"Delta-aminolevulinic acid dehydratase"	"Belongs to the ALAD family"	"4.2.1.24"	NA	NA	NA	NA
"KAF7790404.1"	NA	"Belongs to the class-I aminoacyl-tRNA synthetase family"	NA	NA	NA	NA	NA
"KAF7790412.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7790414.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7790416.1"	"FK506-binding protein"	"Belongs to the FKBP-type PPIase family"	"5.2.1.8"	NA	NA	NA	NA
"KAF7790416.1"	"FK506-binding protein"	"Belongs to the FKBP-type PPIase family"	"5.2.1.8"	NA	NA	NA	NA
"KAF7790421.1"	NA	"Belongs to the trans-sulfuration enzymes family"	NA	NA	NA	NA	NA
"KAF7790432.1"	NA	"Belongs to the trans-sulfuration enzymes family"	NA	NA	NA	NA	NA
"KAF7790453.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7790459.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7790469.1"	"Mediator of RNA polymerase II transcription subunit 14"	"Belongs to the Mediator complex subunit 14 family"	NA	NA	NA	NA	NA
"KAF7790470.1"	NA	"Belongs to the MCM family"	NA	NA	NA	NA	NA
"KAF7790498.1"	"Pre-mRNA-splicing factor 38"	"Belongs to the PRP38 family"	NA	NA	NA	NA	NA
"KAF7790499.1"	"Pre-mRNA-splicing factor 38"	"Belongs to the PRP38 family"	NA	NA	NA	NA	NA
"KAF7790500.1"	NA	NA	NA	"GH16_19(25-193)"	"N"	"N"	"N"
"KAF7790506.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7790509.1"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2"	"Belongs to the SWP1 family"	NA	NA	NA	NA	NA
"KAF7790514.1"	"alpha-1,2-Mannosidase"	"Belongs to the glycosyl hydrolase 47 family"	"3.2.1.-"	NA	NA	NA	NA
"KAF7790516.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7790518.1"	NA	NA	NA	"AA9(6-220)"	"AA9+CBM1"	"AA9+CBM1"	"Y(1-20)"
"KAF7790522.1"	"Protoporphyrinogen oxidase"	"Belongs to the protoporphyrinogen/coproporphyrinogen oxidase family. Protoporphyrinogen oxidase subfamily"	"1.3.3.4"	NA	NA	NA	NA
"KAF7790529.1"	"Histone H2B"	"Belongs to the histone H2B family"	NA	NA	NA	NA	NA
"KAF7790531.1"	"Histone H2A"	"Belongs to the histone H2A family"	NA	NA	NA	NA	NA
"KAF7790539.1"	NA	NA	NA	"GT24(1244-1481)"	"GT24"	"GT24"	"N"
"KAF7790541.1"	"Plasma membrane ATPase"	"Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IIIA subfamily"	"7.1.2.1"	NA	NA	NA	NA
"KAF7790546.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7790549.1"	"Protein transport protein SEC23"	"Belongs to the SEC23/SEC24 family. SEC23 subfamily"	NA	NA	NA	NA	NA
"KAF7790557.1"	"tRNA(His) guanylyltransferase"	"Belongs to the tRNA(His) guanylyltransferase family"	"2.7.7.79"	NA	NA	NA	NA
"KAF7790589.1"	"T-complex protein 1 subunit gamma"	"Belongs to the TCP-1 chaperonin family"	NA	NA	NA	NA	NA
"KAF7790591.1"	"tRNA ligase"	"Belongs to the TRL1 family"	"6.5.1.3"	NA	NA	NA	NA
"KAF7790597.1"	"Exocyst complex protein EXO70"	"Belongs to the EXO70 family"	NA	NA	NA	NA	NA
"KAF7790600.1"	"Peroxidase"	"Belongs to the peroxidase family"	"1.11.1.-"	"AA2(58-280)"	"AA2"	"AA2"	"Y(1-31)"
"KAF7790600.1"	"Peroxidase"	"Belongs to the peroxidase family"	"1.11.1.-"	"AA2(58-280)"	"AA2"	"AA2"	"Y(1-31)"
"KAF7790600.1"	"Peroxidase"	"Belongs to the peroxidase family. Ligninase subfamily"	"1.11.1.-"	"AA2(58-280)"	"AA2"	"AA2"	"Y(1-31)"
"KAF7790604.1"	NA	"Belongs to the FMN-dependent alpha-hydroxy acid dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7790605.1"	"40S ribosomal protein S30"	"Belongs to the eukaryotic ribosomal protein eS30 family"	NA	NA	NA	NA	NA
"KAF7790606.1"	"ER membrane protein complex subunit 2"	"Belongs to the EMC2 family"	NA	NA	NA	NA	NA
"KAF7790612.1"	"Ubiquitin-related modifier 1"	"Belongs to the URM1 family"	NA	NA	NA	NA	NA
"KAF7790621.1"	NA	NA	NA	"GH5_31(1-203)"	"N"	"N"	"N"
"KAF7790626.1"	"Isocitrate dehydrogenase [NADP]"	"Belongs to the isocitrate and isopropylmalate dehydrogenases family"	"1.1.1.42"	NA	NA	NA	NA
"KAF7790627.1"	NA	"Belongs to the peptidase A1 family"	NA	NA	NA	NA	NA
"KAF7790628.1"	NA	"Belongs to the protein kinase superfamily"	NA	"N"	"N"	"GH47"	"N"
"KAF7790629.1"	"Purine nucleoside phosphorylase"	"Belongs to the PNP/MTAP phosphorylase family"	"2.4.2.1"	NA	NA	NA	NA
"KAF7790634.1"	"Protein-S-isoprenylcysteine O-methyltransferase"	"Belongs to the class VI-like SAM-binding methyltransferase superfamily. Isoprenylcysteine carboxyl methyltransferase family"	"2.1.1.100"	NA	NA	NA	NA
"KAF7790658.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7790662.1"	NA	"Belongs to the DEAD box helicase family"	NA	NA	NA	NA	NA
"KAF7790700.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7790705.1"	NA	"Belongs to the carnitine/choline acetyltransferase family"	NA	NA	NA	NA	NA
"KAF7790720.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7790735.1"	NA	NA	NA	"N"	"N"	"CE3"	"N"
"KAF7790736.1"	NA	NA	NA	"N"	"N"	"CE3"	"N"
"KAF7790747.1"	"40S ribosomal protein S0"	"Belongs to the universal ribosomal protein uS2 family"	NA	NA	NA	NA	NA
"KAF7790747.1"	"40S ribosomal protein S0"	"Belongs to the universal ribosomal protein uS2 family"	NA	NA	NA	NA	NA
"KAF7790748.1"	"Glucosamine-6-phosphate isomerase"	"Belongs to the glucosamine/galactosamine-6-phosphate isomerase family"	"3.5.99.6"	NA	NA	NA	NA
"KAF7790757.1"	NA	NA	NA	"GH5_9(287-580)"	"GH5"	"GH5_9"	"N"
"KAF7790758.1"	"Phosphoribosylaminoimidazole carboxylase"	"In the C-terminal section; belongs to the AIR carboxylase family. Class I subfamily"	"4.1.1.21"	NA	NA	NA	NA
"KAF7790769.1"	NA	"Belongs to the peptidase T1A family"	NA	NA	NA	NA	NA
"KAF7790770.1"	"DNA-directed RNA polymerase subunit"	"Belongs to the RNA polymerase beta' chain family"	"2.7.7.6"	NA	NA	NA	NA
"KAF7790772.1"	"Mediator of RNA polymerase II transcription subunit 10"	"Belongs to the Mediator complex subunit 10 family"	NA	NA	NA	NA	NA
"KAF7790779.1"	NA	"Belongs to the CGI121/TPRKB family"	NA	NA	NA	NA	NA
"KAF7790783.1"	NA	"Belongs to the actin family"	NA	NA	NA	NA	NA
"KAF7790790.1"	NA	"Belongs to the TCP-1 chaperonin family"	NA	NA	NA	NA	NA
"KAF7790791.1"	"Dolichyl-phosphate-mannose--protein mannosyltransferase"	"Belongs to the glycosyltransferase 39 family"	"2.4.1.109"	"GT39(72-311)"	"GT39"	"GT39"	"N"
"KAF7790794.1"	NA	"Belongs to the cyclin family"	NA	NA	NA	NA	NA
"KAF7790795.1"	NA	"Belongs to the LDH/MDH superfamily"	NA	NA	NA	NA	NA
"KAF7790801.1"	NA	"Belongs to the acyl-CoA dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7790817.1"	"Ribonucloprotein"	"Belongs to the eukaryotic ribosomal protein eL8 family"	NA	NA	NA	NA	NA
"KAF7790821.1"	"Transcription initiation factor IIF subunit alpha"	"Belongs to the TFIIF alpha subunit family"	NA	NA	NA	NA	NA
"KAF7790822.1"	NA	NA	NA	"CE4(149-265)"	"N"	"CE4"	"Y(1-25)"
"KAF7790827.1"	"Glucose-6-phosphate 1-dehydrogenase"	"Belongs to the glucose-6-phosphate dehydrogenase family"	"1.1.1.49"	"N"	"N"	"CBM13+GT27"	"N"
"KAF7790827.1"	"Glucose-6-phosphate 1-dehydrogenase"	"Belongs to the glucose-6-phosphate dehydrogenase family"	"1.1.1.-"	"N"	"N"	"CBM13+GT27"	"N"
"KAF7790838.1"	"Kinesin-like protein"	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family"	NA	NA	NA	NA	NA
"KAF7790838.1"	"Kinesin-like protein"	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family"	NA	NA	NA	NA	NA
"KAF7790840.1"	NA	"Belongs to the EMP24/GP25L family"	NA	NA	NA	NA	NA
"KAF7790857.1"	"Folylpolyglutamate synthase"	"Belongs to the folylpolyglutamate synthase family"	"6.3.2.17"	NA	NA	NA	NA
"KAF7790863.1"	"Ribosomal RNA-processing protein 8"	"Belongs to the methyltransferase superfamily. RRP8 family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7790871.1"	NA	NA	NA	"GH9(4-393)"	"GH9"	"GH9"	"N"
"KAF7790886.1"	"Proteasome subunit beta"	"Belongs to the peptidase T1B family"	"3.4.25.1"	NA	NA	NA	NA
"KAF7790888.1"	"Proteasome subunit alpha type"	"Belongs to the peptidase T1A family"	NA	NA	NA	NA	NA
"KAF7790888.1"	"Proteasome subunit alpha type"	"Belongs to the peptidase T1A family"	NA	NA	NA	NA	NA
"KAF7790890.1"	NA	NA	NA	"GH135(25-257)"	"N"	"N"	"Y(1-23)"
"KAF7790891.1"	NA	NA	NA	"GH135(21-109)"	"N"	"N"	"N"
"KAF7790893.1"	"cAMP-dependent protein kinase regulatory subunit"	"Belongs to the cAMP-dependent kinase regulatory chain family"	NA	NA	NA	NA	NA
"KAF7790899.1"	NA	"Belongs to the trans-sulfuration enzymes family"	NA	NA	NA	NA	NA
"KAF7790903.1"	NA	"Belongs to the peptidase M18 family"	NA	NA	NA	NA	NA
"KAF7790904.1"	NA	"Belongs to the iron/ascorbate-dependent oxidoreductase family"	NA	NA	NA	NA	NA
"KAF7790905.1"	"Alpha-1,3-glucosyltransferase"	"Belongs to the ALG6/ALG8 glucosyltransferase family"	"2.4.1.-"	"GT57(1-386)"	"GT57"	"GT57"	"N"
"KAF7790912.1"	"ER membrane protein complex subunit 3"	"Belongs to the EMC3 family"	NA	NA	NA	NA	NA
"KAF7790944.1"	NA	NA	NA	"N"	"N"	"CBM50"	"N"
"KAF7790964.1"	NA	NA	NA	"PL14(203-363)"	"N"	"N"	"Y(1-46)"
"KAF7790965.1"	NA	NA	NA	"GT4(191-374)"	"GT4"	"GT4"	"N"
"KAF7791024.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O-methyltransferase family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7791030.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O-methyltransferase family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7791039.1"	NA	"Belongs to the glycosyl hydrolase 31 family"	"3.2.1.-"	"GH31(1-232)"	"N"	"GH31"	"N"
"KAF7791040.1"	NA	"Belongs to the glycosyl hydrolase 31 family"	"3.2.1.-"	"N"	"GH31"	"N"	"Y(1-20)"
"KAF7791042.1"	NA	NA	NA	"GH5_12(29-578)"	"GH5"	"GH5_12"	"N"
"KAF7791046.1"	"Eukaryotic translation initiation factor 2A"	"Belongs to the WD repeat EIF2A family"	NA	NA	NA	NA	NA
"KAF7791053.1"	"Kinase"	"Belongs to the inositol phosphokinase (IPK) family"	"2.7.-.-"	NA	NA	NA	NA
"KAF7791059.1"	NA	"Belongs to the class-I aminoacyl-tRNA synthetase family"	NA	NA	NA	NA	NA
"KAF7791061.1"	"Endonuclease III homolog"	"Belongs to the Nth/MutY family"	"4.2.99.18"	NA	NA	NA	NA
"KAF7791061.1"	"Endonuclease III homolog"	"Belongs to the Nth/MutY family"	"3.2.2.-"	NA	NA	NA	NA
"KAF7791063.1"	NA	NA	NA	"PL14_4(157-371)"	"PL14"	"N"	"Y(1-19)"
"KAF7791064.1"	NA	NA	NA	"PL14_4(180-397)"	"N"	"N"	"Y(1-22)"
"KAF7791065.1"	NA	"Belongs to the zinc-containing alcohol dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7791067.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7791069.1"	NA	NA	NA	"CBM13(165-286)+CBM13(245-385)"	"N"	"N"	"N"
"KAF7791072.1"	"RuvB-like helicase"	"Belongs to the RuvB family"	"3.6.4.12"	NA	NA	NA	NA
"KAF7791079.1"	"Carboxypeptidase"	"Belongs to the peptidase S10 family"	"3.4.16.-"	NA	NA	NA	NA
"KAF7791080.1"	"Carboxypeptidase"	"Belongs to the peptidase S10 family"	"3.4.16.-"	NA	NA	NA	NA
"KAF7791096.1"	NA	"Belongs to the precorrin methyltransferase family"	NA	NA	NA	NA	NA
"KAF7791107.1"	"Ubiquitin carboxyl-terminal hydrolase"	"Belongs to the peptidase C19 family"	"3.4.19.12"	NA	NA	NA	NA
"KAF7791124.1"	"ATP-dependent DNA helicase"	"Belongs to the helicase family"	"3.6.4.12"	NA	NA	NA	NA
"KAF7791126.1"	NA	NA	NA	"N"	"N"	"GH27"	"N"
"KAF7791131.1"	"Peptidyl-prolyl cis-trans isomerase"	"Belongs to the cyclophilin-type PPIase family"	"5.2.1.8"	NA	NA	NA	NA
"KAF7791139.1"	"Terpene synthase"	"Belongs to the terpene synthase family"	"4.2.3.-"	NA	NA	NA	NA
"KAF7791141.1"	NA	NA	NA	"N"	"N"	"GH27"	"N"
"KAF7791146.1"	"60S ribosomal protein L8"	"Belongs to the eukaryotic ribosomal protein eL8 family"	NA	NA	NA	NA	NA
"KAF7791150.1"	NA	"Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family"	NA	NA	NA	NA	NA
"KAF7791173.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7791180.1"	NA	NA	NA	"GH13_23(45-430)"	"GH13"	"GH13_40"	"N"
"KAF7791182.1"	NA	NA	NA	"AA1_1(31-358)"	"AA1"	"AA1_1"	"Y(1-17)"
"KAF7791183.1"	"Phospholipid-transporting ATPase"	"Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily"	"7.6.2.1"	NA	NA	NA	NA
"KAF7791193.1"	"Formate dehydrogenase"	"Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family"	"1.17.1.9"	NA	NA	NA	NA
"KAF7791193.1"	"Formate dehydrogenase"	"Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family. FDH subfamily"	"1.17.1.9"	NA	NA	NA	NA
"KAF7791195.1"	NA	NA	NA	"N"	"GT20+CBM20"	"N"	"N"
"KAF7791196.1"	NA	NA	NA	"GT20(4-234)"	"GT20"	"GT20"	"N"
"KAF7791198.1"	"60S acidic ribosomal protein P0"	"Belongs to the universal ribosomal protein uL10 family"	NA	NA	NA	NA	NA
"KAF7791230.1"	"tRNA (guanine(37)-N1)-methyltransferase"	"Belongs to the TRM5 / TYW2 family"	"2.1.1.228"	NA	NA	NA	NA
"KAF7791245.1"	"Autophagy-related protein"	"Belongs to the ATG8 family"	NA	NA	NA	NA	NA
"KAF7791250.1"	"Carboxylic ester hydrolase"	"Belongs to the type-B carboxylesterase/lipase family"	"3.1.1.-"	NA	NA	NA	NA
"KAF7791255.1"	NA	"Belongs to the TCP-1 chaperonin family"	NA	NA	NA	NA	NA
"KAF7791258.1"	"Translation machinery-associated protein 20"	"Belongs to the TMA20 family"	NA	NA	NA	NA	NA
"KAF7791266.1"	"Calcium-transporting ATPase"	"Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family"	"7.2.2.10"	"N"	"N"	"CBM50"	"N"
"KAF7791277.1"	NA	"Belongs to the heat shock protein 70 family"	NA	NA	NA	NA	NA
"KAF7791291.1"	"Arabinogalactan endo-beta-1,4-galactanase"	"Belongs to the glycosyl hydrolase 53 family"	"3.2.1.89"	"GH53(106-278)"	"N"	"GH53"	"Y(1-26)"
"KAF7791294.1"	NA	"Belongs to the class-I aminoacyl-tRNA synthetase family"	NA	NA	NA	NA	NA
"KAF7791310.1"	"Nuclear cap-binding protein subunit 2"	"Belongs to the RRM NCBP2 family"	NA	NA	NA	NA	NA
"KAF7791311.1"	NA	"Belongs to the AAA ATPase family"	NA	NA	NA	NA	NA
"KAF7791312.1"	"Pyrroline-5-carboxylate reductase"	"Belongs to the pyrroline-5-carboxylate reductase family"	"1.5.1.2"	NA	NA	NA	NA
"KAF7791313.1"	"UDP-N-acetylglucosamine transferase subunit ALG13"	"Belongs to the glycosyltransferase 28 family"	"2.4.1.141"	"GT28(18-139)"	"N"	"N"	"N"
"KAF7791330.1"	"Replication protein A subunit"	"Belongs to the replication factor A protein 1 family"	NA	NA	NA	NA	NA
"KAF7791331.1"	NA	"Belongs to the peptidase M16 family"	NA	NA	NA	NA	NA
"KAF7791332.1"	"Cyclin-dependent kinases regulatory subunit"	"Belongs to the CKS family"	NA	NA	NA	NA	NA
"KAF7791337.1"	"Replication protein A subunit"	"Belongs to the replication factor A protein 1 family"	NA	NA	NA	NA	NA
"KAF7791339.1"	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"	"Belongs to the enoyl-CoA hydratase/isomerase family"	"3.1.2.4"	NA	NA	NA	NA
"KAF7791342.1"	NA	"Belongs to the class-V pyridoxal-phosphate-dependent aminotransferase family"	NA	NA	NA	NA	NA
"KAF7791343.1"	"Glucanase"	"Belongs to the glycosyl hydrolase family 6"	"3.2.1.-"	"GH6(113-409)"	"GH6+CBM1"	"CBM1+GH6"	"Y(1-21)"
"KAF7791343.1"	"Glucanase"	"Belongs to the glycosyl hydrolase family 6"	"3.2.1.-"	"GH6(113-409)"	"GH6+CBM1"	"CBM1+GH6"	"Y(1-21)"
"KAF7791343.1"	"Glucanase"	"Belongs to the glycosyl hydrolase family 6"	"3.2.1.-"	"GH6(113-409)"	"GH6+CBM1"	"CBM1+GH6"	"Y(1-21)"
"KAF7791352.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7791354.1"	"Elongator complex protein 1"	"Belongs to the ELP1/IKA1 family"	NA	NA	NA	NA	NA
"KAF7791364.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7791366.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7791371.1"	NA	NA	NA	"AA3_2(2-423)"	"AA3"	"AA3_2"	"N"
"KAF7791400.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O-methyltransferase family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7791402.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O-methyltransferase family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7791407.1"	"Carboxylic ester hydrolase"	"Belongs to the type-B carboxylesterase/lipase family"	"3.1.1.-"	NA	NA	NA	NA
"KAF7791418.1"	"F-actin-capping protein subunit alpha"	"Belongs to the F-actin-capping protein alpha subunit family"	NA	NA	NA	NA	NA
"KAF7791419.1"	"Isocitrate lyase"	"Belongs to the isocitrate lyase/PEP mutase superfamily. Isocitrate lyase family"	NA	NA	NA	NA	NA
"KAF7791426.1"	"RNA cytidine acetyltransferase"	"Belongs to the RNA cytidine acetyltransferase family. NAT10 subfamily"	"2.3.1.-"	NA	NA	NA	NA
"KAF7791436.1"	"DNA replication ATP-dependent helicase/nuclease"	"Belongs to the DNA2/NAM7 helicase family"	"3.6.4.12"	NA	NA	NA	NA
"KAF7791436.1"	"DNA replication ATP-dependent helicase/nuclease"	"Belongs to the DNA2/NAM7 helicase family"	"3.1.-.-"	NA	NA	NA	NA
"KAF7791451.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7791457.1"	NA	"Belongs to the GDA1/CD39 NTPase family"	NA	NA	NA	NA	NA
"KAF7791470.1"	"Glycerol-3-phosphate dehydrogenase"	"Belongs to the FAD-dependent glycerol-3-phosphate dehydrogenase family"	"1.1.5.3"	NA	NA	NA	NA
"KAF7791473.1"	"Histone H3"	"Belongs to the histone H3 family"	NA	NA	NA	NA	NA
"KAF7791485.1"	NA	"Belongs to the actin family"	NA	NA	NA	NA	NA
"KAF7791495.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O-methyltransferase family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7791496.1"	NA	NA	NA	"N"	"N"	"GH18"	"N"
"KAF7791497.1"	"Protein-S-isoprenylcysteine O-methyltransferase"	"Belongs to the class VI-like SAM-binding methyltransferase superfamily. Isoprenylcysteine carboxyl methyltransferase family"	"2.1.1.100"	NA	NA	NA	NA
"KAF7791498.1"	"Protein-S-isoprenylcysteine O-methyltransferase"	"Belongs to the class VI-like SAM-binding methyltransferase superfamily. Isoprenylcysteine carboxyl methyltransferase family"	"2.1.1.100"	NA	NA	NA	NA
"KAF7791499.1"	"Protein-S-isoprenylcysteine O-methyltransferase"	"Belongs to the class VI-like SAM-binding methyltransferase superfamily. Isoprenylcysteine carboxyl methyltransferase family"	"2.1.1.100"	NA	NA	NA	NA
"KAF7791504.1"	"Glutamate dehydrogenase"	"Belongs to the Glu/Leu/Phe/Val dehydrogenases family"	NA	NA	NA	NA	NA
"KAF7791504.1"	"Glutamate dehydrogenase"	"Belongs to the Glu/Leu/Phe/Val dehydrogenases family"	NA	NA	NA	NA	NA
"KAF7791522.1"	"Protein-S-isoprenylcysteine O-methyltransferase"	"Belongs to the class VI-like SAM-binding methyltransferase superfamily. Isoprenylcysteine carboxyl methyltransferase family"	"2.1.1.100"	NA	NA	NA	NA
"KAF7791526.1"	"Protein-S-isoprenylcysteine O-methyltransferase"	"Belongs to the class VI-like SAM-binding methyltransferase superfamily. Isoprenylcysteine carboxyl methyltransferase family"	"2.1.1.100"	NA	NA	NA	NA
"KAF7791540.1"	"rRNA adenine N(6)-methyltransferase"	"Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7791540.1"	"rRNA adenine N(6)-methyltransferase"	"Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7791540.1"	"rRNA adenine N(6)-methyltransferase"	"Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7791540.1"	"rRNA adenine N(6)-methyltransferase"	"Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7791543.1"	"Peptide hydrolase"	"Belongs to the peptidase M28 family"	"3.4.-.-"	NA	NA	NA	NA
"KAF7791545.1"	"Sugar phosphate phosphatase"	"Belongs to the damage-control phosphatase family. Sugar phosphate phosphatase III subfamily"	"3.1.3.-"	NA	NA	NA	NA
"KAF7791546.1"	"Sugar phosphate phosphatase"	"Belongs to the damage-control phosphatase family. Sugar phosphate phosphatase III subfamily"	"3.1.3.-"	NA	NA	NA	NA
"KAF7791552.1"	NA	NA	NA	"GT20(162-611)"	"GT20"	"GT20"	"Y(1-24)"
"KAF7791565.1"	NA	NA	NA	"GH16_1(61-282)"	"N"	"N"	"Y(1-21)"
"KAF7791566.1"	NA	NA	NA	"GH16_1(71-290)"	"N"	"N"	"Y(1-26)"
"KAF7791567.1"	NA	NA	NA	"GH16_1(81-296)"	"N"	"N"	"Y(1-20)"
"KAF7791574.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7791578.1"	NA	"Belongs to the OSBP family"	NA	NA	NA	NA	NA
"KAF7791586.1"	NA	NA	NA	"AA7(37-224)"	"N"	"N"	"N"
"KAF7791587.1"	"DNA-directed RNA polymerase subunit beta"	"Belongs to the RNA polymerase beta chain family"	"2.7.7.6"	"N"	"N"	"GT7"	"N"
"KAF7791596.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7791597.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7791600.1"	"T-complex protein 1 subunit eta"	"Belongs to the TCP-1 chaperonin family"	NA	NA	NA	NA	NA
